class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
right,-0.023368030786514282,0.08303466439247131,0.16481347382068634,0.22473545372486115,0.2553127110004425,0.22679372131824493,0.33333516120910645,0.4053995609283447,0.4616648554801941,0.19850735366344452,0.28797921538352966,0.23807393014431,0.20092004537582397,0.16371050477027893,0.24235491454601288,0.18914735317230225,0.15409612655639648,0.1283641755580902,0.1871069371700287,0.14983689785003662,0.12011678516864777

right,-0.028450116515159607,0.079788938164711,0.1625671237707138,0.22234398126602173,0.25468748807907104,0.2259073257446289,0.33309346437454224,0.4037836492061615,0.4600367546081543,0.19821752607822418,0.2864868640899658,0.23519057035446167,0.19930368661880493,0.1640169620513916,0.243459552526474,0.18944251537322998,0.15556368231773376,0.12917019426822662,0.1871882677078247,0.14883345365524292,0.11940799653530121

right,-0.020426318049430847,0.08832916617393494,0.168901264667511,0.22885450720787048,0.2649537920951843,0.2256370484828949,0.33762097358703613,0.40897461771965027,0.4656839370727539,0.19588513672351837,0.29106035828590393,0.2423432171344757,0.20399461686611176,0.16331233084201813,0.24896380305290222,0.19770990312099457,0.16203787922859192,0.13110888004302979,0.19546356797218323,0.15807747840881348,0.12634575366973877

right,-0.011640995740890503,0.09932131320238113,0.17920655012130737,0.23647867143154144,0.27582016587257385,0.23628905415534973,0.34804239869117737,0.4180927276611328,0.4743649959564209,0.2067589908838272,0.30033624172210693,0.25310689210891724,0.21586033701896667,0.17345742881298065,0.2595211863517761,0.20899741351604462,0.17285382747650146,0.14042234420776367,0.20735551416873932,0.17075513303279877,0.1383577138185501

right,-0.014235198497772217,0.09796537458896637,0.18018776178359985,0.24045641720294952,0.272024542093277,0.24180132150650024,0.3476397395133972,0.41869229078292847,0.47357767820358276,0.21364708244800568,0.30012860894203186,0.25090503692626953,0.21239393949508667,0.18006576597690582,0.2591104209423065,0.2071584165096283,0.17006295919418335,0.1458038091659546,0.20515957474708557,0.16892912983894348,0.13818451762199402

right,-0.013670384883880615,0.09593768417835236,0.17753808200359344,0.23603838682174683,0.2677187919616699,0.23748113214969635,0.34230589866638184,0.4122750759124756,0.4681728780269623,0.20997607707977295,0.3003203272819519,0.2509478032588959,0.2143227458000183,0.1776944100856781,0.25654324889183044,0.2042003571987152,0.17028172314167023,0.1447017341852188,0.20119880139827728,0.1649250090122223,0.136429101228714

right,-0.02137589454650879,0.08631964027881622,0.1720334142446518,0.2331758737564087,0.25853049755096436,0.2331213653087616,0.33794036507606506,0.4069540500640869,0.46210116147994995,0.20533308386802673,0.2946772873401642,0.2427578866481781,0.20397257804870605,0.1712285876274109,0.24898794293403625,0.1954934448003769,0.16057106852531433,0.13735562562942505,0.19116196036338806,0.1531745195388794,0.12394993007183075

right,-0.03018184006214142,0.08202359080314636,0.16416114568710327,0.22260089218616486,0.2519344389438629,0.22271417081356049,0.327721506357193,0.3963894248008728,0.45196157693862915,0.1957065761089325,0.28641557693481445,0.23635567724704742,0.19958579540252686,0.16260415315628052,0.2404136061668396,0.18824096024036407,0.15529495477676392,0.1289624720811844,0.18337242305278778,0.14680899679660797,0.11928414553403854

right,-0.03111185133457184,0.08125226199626923,0.16400568187236786,0.22527727484703064,0.2549736499786377,0.22303467988967896,0.3280218243598938,0.39646902680397034,0.4525308609008789,0.19474489986896515,0.28510361909866333,0.23275795578956604,0.1949068158864975,0.16054974496364594,0.24148276448249817,0.18817660212516785,0.15340714156627655,0.12596100568771362,0.18488287925720215,0.14896160364151,0.12056972831487656

right,-0.03155311942100525,0.08073066174983978,0.16477228701114655,0.22559906542301178,0.2533496618270874,0.22380486130714417,0.32908397912979126,0.39807456731796265,0.45346933603286743,0.1940896362066269,0.2860097289085388,0.23432010412216187,0.19479240477085114,0.15952035784721375,0.2427375614643097,0.18923313915729523,0.15225094556808472,0.12450329214334488,0.1864738166332245,0.14930027723312378,0.11840413510799408

right,-0.03421783447265625,0.07799425721168518,0.16355864703655243,0.2257045954465866,0.251158207654953,0.22393235564231873,0.32749927043914795,0.3953777849674225,0.4498143792152405,0.19465240836143494,0.2850455343723297,0.23365738987922668,0.19538600742816925,0.1594190150499344,0.23965995013713837,0.18601037561893463,0.14995819330215454,0.12384592741727829,0.1831270456314087,0.14483395218849182,0.1136663481593132

right,-0.03515517711639404,0.07629410922527313,0.16213028132915497,0.22404120862483978,0.25078392028808594,0.22326189279556274,0.32976454496383667,0.39897626638412476,0.4551153779029846,0.19410809874534607,0.286935955286026,0.23418740928173065,0.19470953941345215,0.15952527523040771,0.24117350578308105,0.18591202795505524,0.1490989327430725,0.12500083446502686,0.18466927111148834,0.14486148953437805,0.11320832371711731

right,-0.03640352189540863,0.07728326320648193,0.16329440474510193,0.22559839487075806,0.250520795583725,0.2205723524093628,0.32406461238861084,0.39267992973327637,0.44795340299606323,0.19135062396526337,0.28641828894615173,0.23528032004833221,0.19534631073474884,0.1574449986219406,0.2429022192955017,0.1897474080324173,0.1527082473039627,0.1236531212925911,0.18639309704303741,0.14794115722179413,0.11608555167913437

right,-0.03259576857089996,0.07945503294467926,0.16161121428012848,0.22189779579639435,0.2511017918586731,0.21848171949386597,0.3247263431549072,0.39359959959983826,0.45016998052597046,0.1903054565191269,0.28458890318870544,0.2332720309495926,0.1943243443965912,0.1568051129579544,0.23990435898303986,0.18612225353717804,0.14991088211536407,0.12301761656999588,0.1842014193534851,0.1454499512910843,0.11375479400157928

right,-0.029132232069969177,0.08172202110290527,0.16344211995601654,0.22308209538459778,0.2510291337966919,0.21925947070121765,0.3258591294288635,0.39458829164505005,0.451177716255188,0.19061188399791718,0.28498995304107666,0.23523011803627014,0.19700533151626587,0.15680080652236938,0.2411874383687973,0.1903115063905716,0.15528205037117004,0.12260612100362778,0.18562203645706177,0.15043742954730988,0.12020229548215866

right,-0.023671090602874756,0.08598482608795166,0.16551485657691956,0.22380024194717407,0.25546470284461975,0.2225828319787979,0.33022528886795044,0.40016770362854004,0.45635882019996643,0.19405119121074677,0.286137193441391,0.2366975098848343,0.19753295183181763,0.1607099324464798,0.24215483665466309,0.19092853367328644,0.15482324361801147,0.1278603971004486,0.18596260249614716,0.14930486679077148,0.11912763863801956

right,-0.0069132000207901,0.09809146821498871,0.18053163588047028,0.2419474720954895,0.27664440870285034,0.23295113444328308,0.3273090124130249,0.39358267188072205,0.44488251209259033,0.20518912374973297,0.2885458767414093,0.2546331286430359,0.219177708029747,0.16955292224884033,0.2385825216770172,0.19795522093772888,0.1640114188194275,0.13357050716876984,0.18618811666965485,0.15470978617668152,0.1237759068608284

right,-0.012184545397758484,0.10348636656999588,0.19274964928627014,0.2501634657382965,0.27845489978790283,0.22705788910388947,0.32608795166015625,0.3888036608695984,0.43818822503089905,0.20478938519954681,0.2716977000236511,0.24744944274425507,0.22541207075119019,0.17143312096595764,0.23052538931369781,0.19758540391921997,0.17063266038894653,0.13896051049232483,0.18637585639953613,0.15788200497627258,0.13077059388160706

right,-0.01248885691165924,0.10293072462081909,0.1950947344303131,0.25204336643218994,0.2850801348686218,0.23718948662281036,0.3463466763496399,0.4094134271144867,0.45752590894699097,0.21265888214111328,0.30530714988708496,0.2772181034088135,0.2469443380832672,0.17816074192523956,0.2533753514289856,0.21738357841968536,0.18774014711380005,0.14271846413612366,0.19517509639263153,0.16273103654384613,0.1321377158164978

right,-0.01669733226299286,0.09966903179883957,0.195176899433136,0.25412875413894653,0.2801888883113861,0.24214093387126923,0.34782543778419495,0.4146248996257782,0.46946170926094055,0.2158450037240982,0.2893432378768921,0.25475701689720154,0.2292550653219223,0.1804770976305008,0.2396312654018402,0.19758297502994537,0.17181678116321564,0.14312127232551575,0.19000735878944397,0.15811723470687866,0.1337762027978897

right,-0.013849437236785889,0.090061716735363,0.18343010544776917,0.2516718804836273,0.291785329580307,0.23414158821105957,0.3401530981063843,0.4080964922904968,0.462397038936615,0.21188664436340332,0.29120180010795593,0.25003355741500854,0.22269020974636078,0.17833402752876282,0.24015142023563385,0.19672791659832,0.17404913902282715,0.1400638222694397,0.18643443286418915,0.15096837282180786,0.1280812919139862

right,-0.008178606629371643,0.09306813031435013,0.18767428398132324,0.254625141620636,0.2932244539260864,0.24123671650886536,0.3470692038536072,0.41126877069473267,0.4628259837627411,0.21735888719558716,0.2924179434776306,0.2539072334766388,0.22764340043067932,0.18268880248069763,0.24474915862083435,0.20383092761039734,0.18161135911941528,0.14416560530662537,0.19392980635166168,0.1619381308555603,0.13925793766975403

right,-0.004828900098800659,0.09649775922298431,0.18376865983009338,0.246664896607399,0.28352028131484985,0.24120907485485077,0.3441265821456909,0.41067034006118774,0.46358147263526917,0.21883700788021088,0.2980312407016754,0.2594384551048279,0.23061327636241913,0.18489429354667664,0.2486572265625,0.20620012283325195,0.1815362125635147,0.14567509293556213,0.1932157427072525,0.15915367007255554,0.1357656866312027

right,0.0014657080173492432,0.09595687687397003,0.18491265177726746,0.25024691224098206,0.29022154211997986,0.24273397028446198,0.34761688113212585,0.41419291496276855,0.4665360152721405,0.22160838544368744,0.30034056305885315,0.26359713077545166,0.2348044365644455,0.18889030814170837,0.2544395327568054,0.21281284093856812,0.18724673986434937,0.15068523585796356,0.19991035759449005,0.1675463616847992,0.14427778124809265

right,0.0005475431680679321,0.09594905376434326,0.18518579006195068,0.2504221200942993,0.2855084240436554,0.24117517471313477,0.3426429033279419,0.41043978929519653,0.4630873203277588,0.22210656106472015,0.2994670271873474,0.2639349102973938,0.23697727918624878,0.19008782505989075,0.2548009157180786,0.21216341853141785,0.1871616244316101,0.1521841287612915,0.1980474591255188,0.16381461918354034,0.14055117964744568

right,0.005096375942230225,0.09982200711965561,0.1856454312801361,0.24936020374298096,0.28507000207901,0.2429889738559723,0.3475954234600067,0.41502466797828674,0.4665638506412506,0.21879707276821136,0.2951428294181824,0.265990287065506,0.24311958253383636,0.18274721503257751,0.2514340877532959,0.2183169573545456,0.1974610835313797,0.14257967472076416,0.19145308434963226,0.16359010338783264,0.14329704642295837

right,0.00400814414024353,0.09646213054656982,0.18166403472423553,0.24513277411460876,0.27857476472854614,0.2414528727531433,0.3456733822822571,0.4132465720176697,0.46473759412765503,0.21985328197479248,0.2945302724838257,0.25959667563438416,0.23240312933921814,0.18515124917030334,0.2515929639339447,0.21183238923549652,0.1867627203464508,0.1451907455921173,0.19432365894317627,0.16281434893608093,0.14019039273262024

right,0.004615351557731628,0.09636591374874115,0.1832578182220459,0.24964174628257751,0.287423312664032,0.24160857498645782,0.34638452529907227,0.4139125347137451,0.4664628207683563,0.22067926824092865,0.2949028015136719,0.2583155930042267,0.2306690812110901,0.18629449605941772,0.2506776452064514,0.208675816655159,0.18499638140201569,0.14650452136993408,0.1936662197113037,0.16073814034461975,0.1394766867160797

right,0.003945738077163696,0.09340833127498627,0.179390549659729,0.24443988502025604,0.27940404415130615,0.23867151141166687,0.3466685712337494,0.41420888900756836,0.46695271134376526,0.21533679962158203,0.29050278663635254,0.2558920085430145,0.2287682294845581,0.18025442957878113,0.2444673627614975,0.20653609931468964,0.1836111694574356,0.14047598838806152,0.1899477243423462,0.15953978896141052,0.13782428205013275

right,0.0033759474754333496,0.09232205152511597,0.18041685223579407,0.24473758041858673,0.2773485779762268,0.2380886673927307,0.34500908851623535,0.41198086738586426,0.464394748210907,0.2151528298854828,0.2873469293117523,0.25222325325012207,0.2263673096895218,0.1798807680606842,0.24244190752506256,0.2030373066663742,0.18090158700942993,0.13959461450576782,0.1871424913406372,0.15491706132888794,0.13344214856624603

right,9.548664093017578e-05,0.09185676276683807,0.1805204600095749,0.24583178758621216,0.2808714210987091,0.23440487682819366,0.34279173612594604,0.4108792245388031,0.4638964533805847,0.21022605895996094,0.2882561683654785,0.25388628244400024,0.22683608531951904,0.17415061593055725,0.24298521876335144,0.20487836003303528,0.18133433163166046,0.13431000709533691,0.18738014996051788,0.15715423226356506,0.13418260216712952

right,0.0020996779203414917,0.08739708364009857,0.17696510255336761,0.24439078569412231,0.28134670853614807,0.2341223955154419,0.34071627259254456,0.40748298168182373,0.4600425660610199,0.21177569031715393,0.2870757281780243,0.2537996470928192,0.22794705629348755,0.17785312235355377,0.24241745471954346,0.20363682508468628,0.18045756220817566,0.13912564516067505,0.1886720061302185,0.15705442428588867,0.13524498045444489

right,2.4959444999694824e-05,0.08704730868339539,0.17466074228286743,0.23839756846427917,0.2748439610004425,0.23298950493335724,0.33784639835357666,0.404494047164917,0.4549082815647125,0.21193662285804749,0.2877480983734131,0.2568979561328888,0.2303423434495926,0.17784956097602844,0.24174901843070984,0.20764605700969696,0.18597719073295593,0.13801196217536926,0.18571890890598297,0.15732990205287933,0.1366879791021347

right,-0.002903580665588379,0.0831143856048584,0.17008239030838013,0.23532608151435852,0.2718573212623596,0.23382127285003662,0.3366726338863373,0.4050978422164917,0.4563400149345398,0.2116023600101471,0.289150595664978,0.2554433047771454,0.22742027044296265,0.17744895815849304,0.24542485177516937,0.20684023201465607,0.18285807967185974,0.13811784982681274,0.19121232628822327,0.1607176959514618,0.13907048106193542

right,-0.007108762860298157,0.09152950346469879,0.1827145516872406,0.24290859699249268,0.27021992206573486,0.22785812616348267,0.334201842546463,0.4002189040184021,0.4514670968055725,0.20524798333644867,0.28297460079193115,0.24508659541606903,0.21508178114891052,0.17190560698509216,0.24016809463500977,0.20172624289989471,0.1775262951850891,0.13383042812347412,0.18185657262802124,0.15091897547245026,0.1295398473739624

right,-0.011298537254333496,0.09467185288667679,0.18146675825119019,0.2389407753944397,0.26040738821029663,0.22759094834327698,0.331773966550827,0.39897340536117554,0.45234158635139465,0.20201417803764343,0.2744404673576355,0.23818223178386688,0.21204566955566406,0.16668479144573212,0.2304646074771881,0.18897482752799988,0.16269716620445251,0.12700381875038147,0.17633388936519623,0.14366009831428528,0.12001355737447739

right,-0.031880542635917664,0.07877665758132935,0.16937009990215302,0.23516450822353363,0.27141451835632324,0.2197040617465973,0.3148830235004425,0.37906649708747864,0.4299638271331787,0.19223488867282867,0.26930445432662964,0.2518484592437744,0.22624358534812927,0.1543884426355362,0.223356232047081,0.18656986951828003,0.15162672102451324,0.11534730345010757,0.1680665910243988,0.13788321614265442,0.10788104683160782

right,-0.0358891636133194,0.08412247896194458,0.1807742714881897,0.24108877778053284,0.2605134844779968,0.21856950223445892,0.30880028009414673,0.3659959137439728,0.413335382938385,0.19059152901172638,0.2688184380531311,0.22321723401546478,0.19218890368938446,0.15354453027248383,0.2217707633972168,0.17668631672859192,0.15103431046009064,0.1161947026848793,0.1688334047794342,0.13150554895401,0.10370363295078278

right,-0.04037812352180481,0.08387921750545502,0.17898571491241455,0.2420596033334732,0.2448369413614273,0.21135878562927246,0.29357996582984924,0.3504781723022461,0.3970873951911926,0.18228766322135925,0.2638290822505951,0.2213699370622635,0.1903773844242096,0.1464807540178299,0.21715793013572693,0.17334021627902985,0.14535805583000183,0.11268823593854904,0.170179545879364,0.13571730256080627,0.10674227029085159

right,-0.03797367215156555,0.06460798531770706,0.15296465158462524,0.21341431140899658,0.24418345093727112,0.21534021198749542,0.31217214465141296,0.3752540349960327,0.4253867268562317,0.18898999691009521,0.2679469585418701,0.22038085758686066,0.18331880867481232,0.15384161472320557,0.22385574877262115,0.17545728385448456,0.14374041557312012,0.1178601011633873,0.17143581807613373,0.13399605453014374,0.10459239035844803

right,-0.026798054575920105,0.0752682238817215,0.16316984593868256,0.22704145312309265,0.25116050243377686,0.22433646023273468,0.31457310914993286,0.37599289417266846,0.42591726779937744,0.19714920222759247,0.28128567337989807,0.23038172721862793,0.19121193885803223,0.16310590505599976,0.23384635150432587,0.18348664045333862,0.15085887908935547,0.12742984294891357,0.18225301802158356,0.14655350148677826,0.11796187609434128

right,-0.018897324800491333,0.07606012374162674,0.16007886826992035,0.22299787402153015,0.2606208324432373,0.23079659044742584,0.32310667634010315,0.3853662312030792,0.4354117512702942,0.20465457439422607,0.2833713889122009,0.23190802335739136,0.191559836268425,0.17074136435985565,0.23555921018123627,0.18490689992904663,0.1524416208267212,0.13515786826610565,0.18463602662086487,0.1474548578262329,0.11956485360860825

right,-0.013890713453292847,0.08302974700927734,0.16378594934940338,0.22193275392055511,0.26409783959388733,0.23006850481033325,0.32420817017555237,0.3862522840499878,0.4373587965965271,0.20298990607261658,0.28738832473754883,0.2372068464756012,0.1998261660337448,0.17093698680400848,0.2454301118850708,0.19507671892642975,0.16409018635749817,0.13852354884147644,0.19666960835456848,0.1593095362186432,0.13163402676582336

right,-0.010298997163772583,0.0889393761754036,0.1699276864528656,0.22627338767051697,0.26575207710266113,0.23572085797786713,0.331705778837204,0.39195704460144043,0.4414183497428894,0.20785187184810638,0.2890900671482086,0.23800376057624817,0.2015594244003296,0.17502424120903015,0.24626626074314117,0.194454625248909,0.16336876153945923,0.14212806522846222,0.19913816452026367,0.16244471073150635,0.13522042334079742

right,-0.011947184801101685,0.0889701396226883,0.1671418398618698,0.22248443961143494,0.2672557830810547,0.2336401343345642,0.3307051360607147,0.3930549919605255,0.4421220123767853,0.20730529725551605,0.28936970233917236,0.2393932044506073,0.19910438358783722,0.1760796755552292,0.24971391260623932,0.19895093142986298,0.1628708839416504,0.14321646094322205,0.201764315366745,0.1652960479259491,0.13385304808616638

right,-0.00368402898311615,0.09366192668676376,0.17277604341506958,0.22835823893547058,0.2703496515750885,0.2415306568145752,0.33995765447616577,0.4040009379386902,0.4555041790008545,0.2133459746837616,0.2953313887119293,0.24386078119277954,0.20382167398929596,0.1796303689479828,0.2520642578601837,0.2006157636642456,0.1673397719860077,0.14515364170074463,0.20373596251010895,0.1656695455312729,0.13539773225784302

right,-0.0069871991872787476,0.0920943170785904,0.1724129170179367,0.23126965761184692,0.2740277647972107,0.24506275355815887,0.34265953302383423,0.4063412547111511,0.4580903947353363,0.21908892691135406,0.3017444610595703,0.24998590350151062,0.2092050462961197,0.18722064793109894,0.25702324509620667,0.2035863697528839,0.16900551319122314,0.15396392345428467,0.20844517648220062,0.16790585219860077,0.13713379204273224

right,-0.0022853612899780273,0.09576649963855743,0.1756184995174408,0.23347866535186768,0.2771347463130951,0.25053104758262634,0.3451763391494751,0.4088784456253052,0.46112215518951416,0.2254869043827057,0.30340832471847534,0.2512832283973694,0.2082318663597107,0.191925510764122,0.2591574490070343,0.20740723609924316,0.17217805981636047,0.1561850905418396,0.20714133977890015,0.16841904819011688,0.13871926069259644

right,0.008066385984420776,0.10296681523323059,0.17835775017738342,0.23316235840320587,0.2777423560619354,0.25400757789611816,0.3518514931201935,0.41581451892852783,0.467916339635849,0.22767451405525208,0.30420345067977905,0.25372445583343506,0.21548473834991455,0.1941913366317749,0.2598145604133606,0.20843186974525452,0.17647820711135864,0.15954656898975372,0.20979170501232147,0.17197245359420776,0.1441464126110077

right,0.0010309070348739624,0.10062725841999054,0.17905771732330322,0.23613037168979645,0.2800964117050171,0.2484985589981079,0.3483801484107971,0.41456151008605957,0.46826690435409546,0.22401395440101624,0.304227739572525,0.2517213821411133,0.21213999390602112,0.1921369731426239,0.26315218210220337,0.21014906466007233,0.17499211430549622,0.1572725474834442,0.21082556247711182,0.17355094850063324,0.14404064416885376

right,0.003372207283973694,0.09868212044239044,0.17751988768577576,0.2359468936920166,0.2747817039489746,0.24808314442634583,0.3505173921585083,0.42042791843414307,0.4769757390022278,0.22149956226348877,0.30126917362213135,0.2499130517244339,0.2085859775543213,0.18864671885967255,0.25534510612487793,0.20330166816711426,0.1680632084608078,0.15388177335262299,0.2071683555841446,0.1685933917760849,0.13733099400997162

right,-0.0003517568111419678,0.10251973569393158,0.17996901273727417,0.23419426381587982,0.2699635624885559,0.2489238977432251,0.3458992838859558,0.40929269790649414,0.46030694246292114,0.22160306572914124,0.2984132766723633,0.24911178648471832,0.21345701813697815,0.18714065849781036,0.25266531109809875,0.20258939266204834,0.17008104920387268,0.15103557705879211,0.20153938233852386,0.16695624589920044,0.13905519247055054

right,-0.004226565361022949,0.09850544482469559,0.17629583179950714,0.2323698103427887,0.2739022970199585,0.24320301413536072,0.3398017883300781,0.40307021141052246,0.4531214237213135,0.21721406280994415,0.2948271930217743,0.24323797225952148,0.20498864352703094,0.18520742654800415,0.2507435977458954,0.19832982122898102,0.16386079788208008,0.15118969976902008,0.2015875279903412,0.1660127192735672,0.13704437017440796

right,-0.0016328096389770508,0.09815043956041336,0.17336589097976685,0.22870007157325745,0.2740204930305481,0.24042612314224243,0.33572447299957275,0.3988287150859833,0.449967622756958,0.2166963666677475,0.29539361596107483,0.24588248133659363,0.2059212028980255,0.18536625802516937,0.25447532534599304,0.20313338935375214,0.1668989211320877,0.15101559460163116,0.20634429156780243,0.16955098509788513,0.13761039078235626

right,-0.002159401774406433,0.09828271716833115,0.17492222785949707,0.22895517945289612,0.27158066630363464,0.2434314638376236,0.3404112458229065,0.40365663170814514,0.45494312047958374,0.2191247195005417,0.2951318621635437,0.24407029151916504,0.20333611965179443,0.18694408237934113,0.25464069843292236,0.20333056151866913,0.16666069626808167,0.15218745172023773,0.20655135810375214,0.16912533342838287,0.13682346045970917

right,0.0025426745414733887,0.09859572350978851,0.1775754690170288,0.23507019877433777,0.27648863196372986,0.24202096462249756,0.3423125147819519,0.4075908064842224,0.4619937539100647,0.21893200278282166,0.2975253462791443,0.24771471321582794,0.20699866116046906,0.1885843724012375,0.2533085346221924,0.20218013226985931,0.16833287477493286,0.15624864399433136,0.20518708229064941,0.1655779629945755,0.13479925692081451

right,0.0016829222440719604,0.10293576121330261,0.1837957799434662,0.23866772651672363,0.2752959132194519,0.2519999146461487,0.34181147813796997,0.40189623832702637,0.45040297508239746,0.2271157056093216,0.2928234338760376,0.2460182160139084,0.2111511379480362,0.1918531358242035,0.2494545429944992,0.20258182287216187,0.17187745869159698,0.15382730960845947,0.20377561450004578,0.16820795834064484,0.13891565799713135

right,0.000371783971786499,0.10337561368942261,0.18527927994728088,0.24459509551525116,0.26765626668930054,0.24804185330867767,0.3379448354244232,0.40023186802864075,0.4509512782096863,0.22399070858955383,0.2932465076446533,0.24481460452079773,0.20979894697666168,0.19125178456306458,0.24929799139499664,0.20212140679359436,0.17191284894943237,0.155626580119133,0.20288395881652832,0.16570542752742767,0.13552263379096985

right,0.012339964509010315,0.11229895800352097,0.19383367896080017,0.24983692169189453,0.26775211095809937,0.24941740930080414,0.34006115794181824,0.4007304906845093,0.45084482431411743,0.2271377146244049,0.2961319386959076,0.2475016862154007,0.2122262567281723,0.1997043490409851,0.2566618323326111,0.2093380242586136,0.1778179109096527,0.17079724371433258,0.2098357081413269,0.17133548855781555,0.14060771465301514

right,0.01684565842151642,0.11600038409233093,0.1972523033618927,0.2532655596733093,0.26638615131378174,0.254658043384552,0.34362736344337463,0.4040329158306122,0.45298177003860474,0.23192274570465088,0.29786771535873413,0.25194332003593445,0.21740151941776276,0.20292061567306519,0.2579938769340515,0.2120007872581482,0.1799527108669281,0.17193296551704407,0.2103637158870697,0.1741398572921753,0.14466243982315063

right,0.030928194522857666,0.12355039268732071,0.20073704421520233,0.2575417459011078,0.2743898034095764,0.2573486268520355,0.34254640340805054,0.40073224902153015,0.44755131006240845,0.2348981648683548,0.2997307777404785,0.2515617609024048,0.21273766458034515,0.20651493966579437,0.25876903533935547,0.2105344980955124,0.17750419676303864,0.17537206411361694,0.21525920927524567,0.17670568823814392,0.14567017555236816

right,0.03685489296913147,0.1219431534409523,0.19713477790355682,0.2514772117137909,0.2696344554424286,0.2593676447868347,0.34343597292900085,0.4023735523223877,0.4502483606338501,0.23775643110275269,0.2915121912956238,0.24660871922969818,0.2119760811328888,0.20808511972427368,0.2532843053340912,0.20887991786003113,0.17977242171764374,0.17560255527496338,0.2137366086244583,0.17991843819618225,0.15265493094921112

right,0.03602378070354462,0.11846832931041718,0.19471164047718048,0.25223076343536377,0.2647427022457123,0.2591690719127655,0.3414643108844757,0.39832186698913574,0.4450685381889343,0.23663990199565887,0.2940439283847809,0.24745284020900726,0.21317677199840546,0.2065964937210083,0.25446778535842896,0.20781925320625305,0.17795239388942719,0.1730075627565384,0.21189220249652863,0.17673441767692566,0.14821097254753113

right,0.03354498744010925,0.11472964286804199,0.19182069599628448,0.25025737285614014,0.26301971077919006,0.25500187277793884,0.3404414653778076,0.3969685435295105,0.443326860666275,0.231458842754364,0.29344287514686584,0.24815352261066437,0.2145102173089981,0.2012234628200531,0.25401636958122253,0.2075197845697403,0.1765831708908081,0.1678001880645752,0.21196484565734863,0.17662641406059265,0.1460389643907547

right,0.0362267792224884,0.11881722509860992,0.1945510059595108,0.2521735727787018,0.262264609336853,0.2577773928642273,0.33906570076942444,0.39476120471954346,0.4395788013935089,0.2327060103416443,0.29325202107429504,0.2483745813369751,0.21519815921783447,0.2007385939359665,0.25041303038597107,0.20517875254154205,0.1751939058303833,0.16526702046394348,0.20966029167175293,0.1783246397972107,0.15041998028755188

